166  DEBUG stellarum.wikipedia 212 : Missing field dist_ly
166  DEBUG stellarum.wikipedia 212 : Missing field dist_pc
166  DEBUG stellarum.wikipedia 212 : Missing field gravity
167  DEBUG stellarum.wikipedia 212 : Missing field metal_fe
167  DEBUG stellarum.wikipedia 377 : Matched cat Draper - (?^u:(HD)\s*(\d+)) - 207971
167  DEBUG stellarum.wikipedia 377 : Matched cat BrightStar - (?^u:\[\[Bright Star Catalogue\|HR\]\](&nbsp;|\s*)(\d+)) - 8353
167  DEBUG stellarum.wikipedia 377 : Matched cat Hipparcos - (?^u:\[\[Hipparcos catalogue\|HIP\]\](&nbsp;|\s*)(\d+)) - 108085
168  DEBUG stellarum.wiki_stars 89 : Star ALDIBAIN Eta Draconis
169  DEBUG stellarum.wikipedia 212 : Missing field dist_ly
169  DEBUG stellarum.wikipedia 212 : Missing field dist_pc
170  DEBUG stellarum.wikipedia 212 : Missing field variable
170  DEBUG stellarum.wikipedia 377 : Matched cat Hipparcos - (?^u:\[\[Hipparcos catalogue\|HIP\]\](&nbsp;|\s*)(\d+)) - 80331
170  DEBUG stellarum.wiki_stars 89 : Star ALFIRK Beta Cephei
172  DEBUG stellarum.wikipedia 212 : Missing field dist_ly
172  DEBUG stellarum.wikipedia 212 : Missing field dist_pc
172  DEBUG stellarum.wikipedia 377 : Matched cat BrightStar - (?^u:(HR)\s*(\d+)) - 1
172  DEBUG stellarum.wikipedia 377 : Matched cat Hipparcos - (?^u:\[\[Hipparcos catalogue\|HIP\]\](&nbsp;|\s*)(\d+)) - 106032
173  DEBUG stellarum.wiki_stars 89 : Star ALGENIB Gamma Pegasi
174  DEBUG stellarum.wikipedia 212 : Missing field dist_ly
174  DEBUG stellarum.wikipedia 212 : Missing field dist_pc
